# 100 3
1.000000 0.001000 0.001000 
0.001000 1.000000 0.001000 
0.001000 0.001000 1.000000 
0.959855 0.002509 0.037636 
0.915989 0.083355 0.000656 
0.881424 0.000926 0.117650 
0.848868 0.083241 0.067891 
0.831482 0.168189 0.000329 
0.793810 0.001208 0.204982 
0.790071 0.064373 0.145556 
0.776978 0.219973 0.003049 
0.733602 0.001821 0.264577 
0.722365 0.159152 0.118483 
0.721166 0.212120 0.066713 
0.720370 0.276080 0.003550 
0.707357 0.072303 0.220339 
0.662881 0.000329 0.336789 
0.642247 0.356181 0.001572 
0.631534 0.225794 0.142673 
0.604614 0.002124 0.393262 
0.603772 0.146070 0.250158 
0.600559 0.309528 0.089913 
0.586880 0.412515 0.000605 
0.585403 0.077130 0.337467 
0.569231 0.266917 0.163852 
0.553894 0.001089 0.445017 
0.530347 0.227717 0.241935 
0.529874 0.169181 0.300945 
0.529048 0.375520 0.095432 
0.522951 0.476933 0.000116 
0.517968 0.082732 0.399301 
0.494116 0.001853 0.504031 
0.468091 0.366597 0.165313 
0.466630 0.532719 0.000651 
0.445080 0.114208 0.440711 
0.441785 0.455049 0.103166 
0.440691 0.001502 0.557807 
0.418956 0.300027 0.281018 
0.404315 0.227599 0.368086 
0.397174 0.369260 0.233566 
0.391942 0.001930 0.606128 
0.391851 0.606516 0.001633 
0.361188 0.572841 0.065971 
0.360319 0.463675 0.176006 
0.358844 0.124130 0.517026 
0.334181 0.223836 0.441983 
0.325392 0.000165 0.674443 
0.324322 0.548906 0.126772 
0.315334 0.433182 0.251484 
0.304542 0.694014 0.001443 
0.301274 0.293325 0.405401 
0.292893 0.150450 0.556657 
0.286244 0.648148 0.065608 
0.276423 0.072693 0.650883 
0.272211 0.382995 0.344794 
0.245738 0.000645 0.753618 
0.244339 0.542670 0.212991 
0.236074 0.187531 0.576395 
0.230204 0.640025 0.129772 
0.227034 0.770985 0.001981 
0.219663 0.077253 0.703084 
0.208912 0.001062 0.790025 
0.206247 0.283995 0.509757 
0.189275 0.529168 0.281557 
0.175949 0.425203 0.398848 
0.173659 0.826038 0.000303 
0.172383 0.180738 0.646879 
0.156487 0.630679 0.212835 
0.150054 0.721810 0.128135 
0.139979 0.001365 0.858656 
0.138301 0.348908 0.512791 
0.131236 0.104035 0.764729 
0.130852 0.267047 0.602102 
0.120112 0.505785 0.374103 
0.107445 0.891792 0.000763 
0.106387 0.418117 0.475495 
0.098585 0.052047 0.849368 
0.098339 0.192946 0.708716 
0.092012 0.570263 0.337724 
0.078525 0.821701 0.099774 
0.076176 0.001015 0.922809 
0.071077 0.774821 0.154102 
0.070239 0.673827 0.255934 
0.070060 0.325229 0.604711 
0.052829 0.880688 0.066482 
0.045814 0.954127 0.000058 
0.004819 0.049504 0.945677 
0.001641 0.932976 0.065383 
0.001529 0.683462 0.315008 
0.001140 0.465228 0.533632 
0.001029 0.215537 0.783434 
0.000973 0.839941 0.159086 
0.000917 0.340447 0.658636 
0.000862 0.590250 0.408888 
0.000806 0.090686 0.908508 
0.000695 0.402979 0.596326 
0.000584 0.153170 0.846246 
0.000528 0.777848 0.221624 
0.000472 0.278128 0.721400 
0.000417 0.528039 0.471544 
